Perturbation	Cell Count	Rank	geneName
sciPlex3_MCF7_0.1μM	343	3	Givinostat
sciPlex3_MCF7_1μM	299	4	Givinostat
sciPlex3_K562_0.01μM	255	5	Givinostat
sciPlex3_A549_1μM	184	6	Givinostat
sciPlex3_K562_0.1μM	152	7	Givinostat
sciPlex3_A549_10μM	144	8	Givinostat
sciPlex3_A549_0.1μM	124	9	Givinostat
sciPlex3_A549_0.01μM	122	10	Givinostat
sciPlex3_K562_1μM	111	11	Givinostat
sciPlex3_K562_10μM	86	12	Givinostat
unstimulated	610	1	PTPN11
K562_GW	207	2	PTPN11
stimulated	203	3	PTPN11
RPE1_essential	175	4	PTPN11
Jurkat_TCR	121	5	PTPN11
sciPlex3_MCF7_0.1μM	292	1	Luminespib
sciPlex3_A549_0.01μM	250	2	Luminespib
sciPlex3_MCF7_0.01μM	250	3	Luminespib
sciPlex3_K562_0.01μM	216	4	Luminespib
sciPlex3_MCF7_10μM	150	5	Luminespib
sciPlex3_A549_10μM	140	6	Luminespib
sciPlex3_A549_0.1μM	107	7	Luminespib
sciPlex3_A549_1μM	103	8	Luminespib
sciPlex3_MCF7_1μM	97	9	Luminespib
sciPlex3_K562_10μM	82	10	Luminespib
sciPlex3_K562_0.1μM	75	11	Luminespib
sciPlex3_K562_1μM	69	12	Luminespib
UPR_Perturb_seq	509	1	GNPNAT1
K562_GW	216	2	GNPNAT1
RPE1_essential	189	3	GNPNAT1
K562_essential	112	4	GNPNAT1
210322_TFAtlas	418	1	PAX6
K562_GW	285	2	PAX6
exp6	460	1	RAD17
K562_GW	295	2	RAD17
K562_essential	129	3	RAD17
exp10	96	4	RAD17
exp9	80	5	RAD17
RPE1_essential	26	6	RAD17
210322_TFAtlas	659	1	KLF6
screen-matrices	222	2	KLF6
K562_GW	213	3	KLF6
screen-repool-matrices	178	4	KLF6
K562_GW	236	1	EZH1
210322_TFAtlas	213	2	EZH1
201218_RNA	100	1	ZNF135
210322_TFAtlas	86	2	ZNF135
210322_TFAtlas	557	1	USF1
PRJNA524331	84	2	USF1
201218_RNA	687	1	CDX2
210322_TFAtlas	426	2	CDX2
extend_61	263	3	CDX2
screen-matrices	120	4	CDX2
screen-repool-matrices	52	5	CDX2
sciPlex3_MCF7_0.1μM	378	1	Trametinib
sciPlex3_MCF7_0.01μM	362	2	Trametinib
sciPlex3_MCF7_1μM	329	3	Trametinib
sciPlex3_MCF7_10μM	312	4	Trametinib
sciPlex3_A549_1μM	195	5	Trametinib
sciPlex3_A549_0.1μM	165	6	Trametinib
sciPlex3_K562_1μM	159	7	Trametinib
sciPlex3_K562_10μM	154	8	Trametinib
sciPlex3_A549_0.01μM	143	9	Trametinib
sciPlex3_K562_0.1μM	134	10	Trametinib
sciPlex3_K562_0.01μM	124	11	Trametinib
sciPlex3_A549_10μM	123	12	Trametinib
210322_TFAtlas	655	1	MZF1
K562_essential	128	2	MZF1
exp6	462	1	RRM2B
K562_GW	265	2	RRM2B
exp10	75	3	RRM2B
exp9	71	4	RRM2B
210322_TFAtlas	337	1	ZNF764
K562_GW	256	2	ZNF764
sciPlex3_MCF7_0.01μM	308	1	JNJ-26854165
sciPlex3_K562_1μM	283	2	JNJ-26854165
sciPlex3_MCF7_0.1μM	270	3	JNJ-26854165
sciPlex3_MCF7_1μM	262	4	JNJ-26854165
sciPlex3_A549_0.01μM	247	5	JNJ-26854165
sciPlex3_K562_0.01μM	244	6	JNJ-26854165
sciPlex3_A549_1μM	234	7	JNJ-26854165
sciPlex3_A549_0.1μM	232	8	JNJ-26854165
sciPlex3_MCF7_10μM	231	9	JNJ-26854165
sciPlex3_K562_0.1μM	203	10	JNJ-26854165
sciPlex3_K562_10μM	158	11	JNJ-26854165
sciPlex3_A549_10μM	140	12	JNJ-26854165
K562_GW	96	1	CCT6A
K562_essential	94	2	CCT6A
RPE1_essential	66	3	CCT6A
Perturb-CITE-seq	38	4	CCT6A
sciPlex3_MCF7_0.01μM	484	1	CEP-33779
sciPlex3_MCF7_10μM	383	2	CEP-33779
sciPlex3_MCF7_1μM	283	3	CEP-33779
sciPlex3_MCF7_0.1μM	281	4	CEP-33779
sciPlex3_A549_0.1μM	278	5	CEP-33779
sciPlex3_K562_1μM	268	6	CEP-33779
sciPlex3_K562_0.01μM	258	7	CEP-33779
sciPlex3_K562_10μM	236	8	CEP-33779
sciPlex3_K562_0.1μM	225	9	CEP-33779
sciPlex3_A549_1μM	171	10	CEP-33779
sciPlex3_A549_10μM	158	11	CEP-33779
sciPlex3_A549_0.01μM	98	12	CEP-33779
exp7	532	1	UQCRH
Perturb-CITE-seq	220	2	UQCRH
K562_GW	216	3	UQCRH
K562_essential	51	4	UQCRH
RPE1_essential	51	5	UQCRH
sciPlex3_K562_1μM	298	1	BMS-599626
sciPlex3_MCF7_1μM	296	2	BMS-599626
sciPlex3_MCF7_0.1μM	290	3	BMS-599626
sciPlex3_MCF7_0.01μM	243	4	BMS-599626
sciPlex3_K562_0.1μM	239	5	BMS-599626
sciPlex3_K562_0.01μM	235	6	BMS-599626
sciPlex3_A549_1μM	234	7	BMS-599626
sciPlex3_A549_0.01μM	233	8	BMS-599626
sciPlex3_MCF7_10μM	229	9	BMS-599626
sciPlex3_A549_0.1μM	193	10	BMS-599626
sciPlex3_K562_10μM	188	11	BMS-599626
sciPlex3_A549_10μM	180	12	BMS-599626
K562_GW	329	1	GLI4
K562_essential	156	2	GLI4
RPE1_essential	55	3	GLI4
210322_TFAtlas	49	4	GLI4
210322_TFAtlas	977	1	LEF1
K562_GW	198	2	LEF1
210322_TFAtlas	269	1	ZNF3
K562_GW	40	2	ZNF3
exp7	1064	1	ZNF574
exp8	824	2	ZNF574
K562_GW	295	3	ZNF574
RPE1_essential	168	4	ZNF574
K562_essential	112	5	ZNF574
210322_TFAtlas	92	6	ZNF574
210322_TFAtlas	157	1	RNF2
K562_GW	114	2	RNF2
sciPlex3_MCF7_0.01μM	450	1	Ofloxacin
sciPlex3_A549_10μM	365	2	Ofloxacin
sciPlex3_A549_0.1μM	349	3	Ofloxacin
sciPlex3_MCF7_10μM	342	4	Ofloxacin
sciPlex3_A549_0.01μM	325	5	Ofloxacin
sciPlex3_MCF7_1μM	310	6	Ofloxacin
sciPlex3_K562_1μM	306	7	Ofloxacin
sciPlex3_A549_1μM	304	8	Ofloxacin
sciPlex3_MCF7_0.1μM	302	9	Ofloxacin
sciPlex3_K562_0.01μM	280	10	Ofloxacin
sciPlex3_K562_0.1μM	275	11	Ofloxacin
sciPlex3_K562_10μM	267	12	Ofloxacin
210322_TFAtlas	666	1	NR6A1
K562_GW	70	2	NR6A1
210322_TFAtlas	144	1	ELK3
K562_GW	126	2	ELK3
WTX_DIFFEX	779	1	DSCC1
REDESIGN	515	2	DSCC1
TAP_DIFFEX	389	3	DSCC1
L1000	281	4	DSCC1
K562_GW	86	5	DSCC1
210322_TFAtlas	1087	1	SMAD7
201218_RNA	151	2	SMAD7
210322_TFAtlas	640	1	SMARCB1
K562_GW	263	2	SMARCB1
RPE1_essential	98	3	SMARCB1
K562_essential	82	4	SMARCB1
sciPlex3_MCF7_10μM	379	1	ABT-737
sciPlex3_MCF7_0.01μM	355	2	ABT-737
sciPlex3_MCF7_1μM	294	3	ABT-737
sciPlex3_K562_0.1μM	260	4	ABT-737
sciPlex3_K562_0.01μM	243	5	ABT-737
sciPlex3_K562_10μM	207	6	ABT-737
sciPlex3_K562_1μM	204	7	ABT-737
sciPlex3_A549_0.01μM	156	8	ABT-737
sciPlex3_MCF7_0.1μM	155	9	ABT-737
sciPlex3_A549_10μM	110	10	ABT-737
sciPlex3_A549_1μM	102	11	ABT-737
sciPlex3_A549_0.1μM	75	12	ABT-737
PRJNA524331	268	1	ZIC3
210322_TFAtlas	101	2	ZIC3
210322_TFAtlas	1171	1	KLF7
RPE1_essential	37	2	KLF7
210322_TFAtlas	1000	1	HOXB7
K562_GW	272	2	HOXB7
sciPlex3_MCF7_10μM	462	1	SRT1720-HCl
sciPlex3_MCF7_0.01μM	382	2	SRT1720-HCl
sciPlex3_K562_1μM	308	3	SRT1720-HCl
sciPlex3_K562_0.1μM	259	4	SRT1720-HCl
sciPlex3_K562_0.01μM	253	5	SRT1720-HCl
sciPlex3_MCF7_1μM	226	6	SRT1720-HCl
sciPlex3_A549_0.01μM	217	7	SRT1720-HCl
sciPlex3_A549_10μM	210	8	SRT1720-HCl
sciPlex3_MCF7_0.1μM	207	9	SRT1720-HCl
sciPlex3_A549_1μM	108	10	SRT1720-HCl
sciPlex3_A549_0.1μM	89	11	SRT1720-HCl
sciPlex3_K562_10μM	83	12	SRT1720-HCl
K562_GW	200	1	HMGXB4
210322_TFAtlas	29	2	HMGXB4
sciPlex3_MCF7_0.1μM	601	1	PD98059
sciPlex3_MCF7_0.01μM	553	2	PD98059
sciPlex3_MCF7_1μM	514	3	PD98059
sciPlex3_MCF7_10μM	366	4	PD98059
sciPlex3_K562_1μM	274	5	PD98059
sciPlex3_K562_0.01μM	269	6	PD98059
sciPlex3_A549_0.1μM	258	7	PD98059
sciPlex3_A549_10μM	255	8	PD98059
sciPlex3_K562_10μM	254	9	PD98059
sciPlex3_K562_0.1μM	231	10	PD98059
sciPlex3_A549_0.01μM	134	11	PD98059
sciPlex3_A549_1μM	65	12	PD98059
UPR_Perturb_seq	508	1	MANF
K562_GW	402	2	MANF
RPE1_essential	178	3	MANF
K562_essential	142	4	MANF
210322_TFAtlas	127	1	CTBP2
RPE1_essential	75	2	CTBP2
K562_GW	213	1	CDK9
K562_essential	120	2	CDK9
210322_TFAtlas	115	3	CDK9
RPE1_essential	17	4	CDK9
210322_TFAtlas	375	1	GTF3A
K562_GW	132	2	GTF3A
K562_essential	88	3	GTF3A
RPE1_essential	34	4	GTF3A
sciPlex3_MCF7_0.01μM	509	1	Tazemetostat
sciPlex3_MCF7_0.1μM	473	2	Tazemetostat
sciPlex3_A549_0.01μM	442	3	Tazemetostat
sciPlex3_MCF7_1μM	427	4	Tazemetostat
sciPlex3_A549_0.1μM	398	5	Tazemetostat
sciPlex3_A549_1μM	365	6	Tazemetostat
sciPlex3_A549_10μM	358	7	Tazemetostat
sciPlex3_MCF7_10μM	308	8	Tazemetostat
sciPlex3_K562_0.1μM	300	9	Tazemetostat
sciPlex3_K562_0.01μM	265	10	Tazemetostat
sciPlex3_K562_1μM	263	11	Tazemetostat
sciPlex3_K562_10μM	259	12	Tazemetostat
sciPlex3_MCF7_0.01μM	481	1	Nilotinib
sciPlex3_MCF7_0.1μM	452	2	Nilotinib
sciPlex3_MCF7_10μM	244	3	Nilotinib
sciPlex3_A549_0.01μM	230	4	Nilotinib
sciPlex3_MCF7_1μM	197	5	Nilotinib
sciPlex3_K562_0.01μM	155	6	Nilotinib
sciPlex3_A549_1μM	150	7	Nilotinib
sciPlex3_K562_10μM	132	8	Nilotinib
sciPlex3_K562_0.1μM	119	9	Nilotinib
sciPlex3_A549_10μM	116	10	Nilotinib
sciPlex3_K562_1μM	108	11	Nilotinib
sciPlex3_A549_0.1μM	98	12	Nilotinib
201218_RNA	130	1	ZBTB34
210322_TFAtlas	64	2	ZBTB34
210322_TFAtlas	236	1	THAP6
K562_GW	98	2	THAP6
210322_TFAtlas	352	1	ZBTB8A
K562_GW	211	2	ZBTB8A
201218_RNA	267	1	ZSCAN5A
210322_TFAtlas	253	2	ZSCAN5A
CRISPRi	275	1	UBA5
K562_GW	114	2	UBA5
K562_essential	102	3	UBA5
RPE1_essential	56	4	UBA5
CRISPRi	156	1	TRPM7
K562_essential	79	2	TRPM7
RPE1_essential	54	3	TRPM7
K562_GW	35	4	TRPM7
CRISPRi	128	1	RFC3
K562_essential	114	2	RFC3
RPE1_essential	61	3	RFC3
K562_GW	51	4	RFC3
210322_TFAtlas	380	1	ZKSCAN1
K562_GW	323	2	ZKSCAN1
Perturb-CITE-seq	193	1	CDC123
K562_essential	112	2	CDC123
K562_GW	71	3	CDC123
RPE1_essential	29	4	CDC123
K562_GW	360	1	BRCA2
K562_essential	147	2	BRCA2
Dox	124	3	BRCA2
Mock	84	4	BRCA2
RPE1_essential	42	5	BRCA2
sciPlex3_MCF7_0.01μM	605	1	BRD4770
sciPlex3_MCF7_0.1μM	564	2	BRD4770
sciPlex3_MCF7_10μM	502	3	BRD4770
sciPlex3_MCF7_1μM	468	4	BRD4770
sciPlex3_K562_0.01μM	305	5	BRD4770
sciPlex3_A549_0.01μM	271	6	BRD4770
sciPlex3_A549_10μM	255	7	BRD4770
sciPlex3_K562_0.1μM	244	8	BRD4770
sciPlex3_K562_1μM	244	9	BRD4770
sciPlex3_K562_10μM	234	10	BRD4770
sciPlex3_A549_1μM	224	11	BRD4770
sciPlex3_A549_0.1μM	212	12	BRD4770
unstimulated	816	1	LAT
PRJNA787633	634	2	LAT
stimulated	281	3	LAT
Jurkat_TCR	100	4	LAT
sciPlex3_MCF7_0.01μM	369	1	SNS-314
sciPlex3_MCF7_0.1μM	276	2	SNS-314
sciPlex3_K562_0.01μM	191	3	SNS-314
sciPlex3_K562_0.1μM	163	4	SNS-314
sciPlex3_MCF7_10μM	163	5	SNS-314
sciPlex3_A549_0.1μM	139	6	SNS-314
sciPlex3_MCF7_1μM	132	7	SNS-314
sciPlex3_A549_10μM	115	8	SNS-314
sciPlex3_A549_0.01μM	95	9	SNS-314
sciPlex3_A549_1μM	83	10	SNS-314
sciPlex3_K562_10μM	72	11	SNS-314
sciPlex3_K562_1μM	50	12	SNS-314
210322_TFAtlas	252	1	HOXC9
K562_GW	210	2	HOXC9
201218_RNA	934	1	POU5F2
210322_TFAtlas	68	2	POU5F2
210322_TFAtlas	600	1	SRY
extend_61	154	2	SRY
210322_TFAtlas	390	1	ZNF566
K562_GW	200	2	ZNF566
D2S	260	1	SOCS1
D1S	224	2	SOCS1
UPR_Perturb_seq	219	3	SOCS1
D1N	182	4	SOCS1
D2N	165	5	SOCS1
K562_GW	101	6	SOCS1
210322_TFAtlas	1000	1	CARHSP1
K562_GW	86	2	CARHSP1
exp7	557	1	GAPDH
K562_GW	357	2	GAPDH
K562_essential	183	3	GAPDH
RPE1_essential	131	4	GAPDH
THP-1	1322	1	RCOR1
RPE1_essential	81	2	RCOR1
K562_GW	66	3	RCOR1
210322_TFAtlas	58	4	RCOR1
K562_essential	35	5	RCOR1
210322_TFAtlas	503	1	MEF2C
K562_GW	122	2	MEF2C
CRISPRa	118	3	MEF2C
extend_61	114	4	MEF2C
210322_TFAtlas	483	1	USF2
K562_GW	409	2	USF2
K562_essential	185	3	USF2
RPE1_essential	93	4	USF2
201218_RNA	46	1	L3MBTL4
210322_TFAtlas	42	2	L3MBTL4
sciPlex3_MCF7_0.01μM	251	1	Tanespimycin
sciPlex3_K562_0.01μM	248	2	Tanespimycin
sciPlex3_A549_0.01μM	223	3	Tanespimycin
sciPlex3_K562_0.1μM	196	4	Tanespimycin
sciPlex3_MCF7_1μM	176	5	Tanespimycin
sciPlex3_MCF7_0.1μM	170	6	Tanespimycin
sciPlex3_A549_0.1μM	130	7	Tanespimycin
sciPlex3_MCF7_10μM	125	8	Tanespimycin
sciPlex3_K562_1μM	105	9	Tanespimycin
sciPlex3_A549_1μM	103	10	Tanespimycin
sciPlex3_K562_10μM	76	11	Tanespimycin
sciPlex3_A549_10μM	57	12	Tanespimycin
210322_TFAtlas	319	1	ZFP1
201218_RNA	202	2	ZFP1
UPR_Perturb_seq	678	1	HSPA5
exp7	405	2	HSPA5
K562_essential	216	3	HSPA5
K562_GW	177	4	HSPA5
RPE1_essential	63	5	HSPA5
CRISPRi	60	6	HSPA5
exp6	40	7	HSPA5
K562_GW	179	1	LZTR1
210322_TFAtlas	30	2	LZTR1
stimulated	566	1	JUND
unstimulated	536	2	JUND
210322_TFAtlas	507	3	JUND
Jurkat_TCR	181	4	JUND
PRJNA524331	172	5	JUND
K562_GW	135	6	JUND
T2D	117	7	JUND
sciPlex3_MCF7_0.01μM	545	1	Sodium-Phenylbutyrate
sciPlex3_MCF7_1μM	535	2	Sodium-Phenylbutyrate
sciPlex3_MCF7_10μM	496	3	Sodium-Phenylbutyrate
sciPlex3_A549_0.01μM	278	4	Sodium-Phenylbutyrate
sciPlex3_A549_1μM	260	5	Sodium-Phenylbutyrate
sciPlex3_K562_1μM	242	6	Sodium-Phenylbutyrate
sciPlex3_K562_10μM	228	7	Sodium-Phenylbutyrate
sciPlex3_K562_0.1μM	223	8	Sodium-Phenylbutyrate
sciPlex3_K562_0.01μM	212	9	Sodium-Phenylbutyrate
sciPlex3_MCF7_0.1μM	199	10	Sodium-Phenylbutyrate
sciPlex3_A549_0.1μM	177	11	Sodium-Phenylbutyrate
sciPlex3_A549_10μM	107	12	Sodium-Phenylbutyrate
CRISPRi_perturb_host	251	1	LAMTOR3
K562_GW	77	2	LAMTOR3
K562_essential	39	3	LAMTOR3
RPE1_essential	38	4	LAMTOR3
Driver_lib	626	1	CDK4
Perturb-CITE-seq	505	2	CDK4
Pre_inject	287	3	CDK4
Driver_sub_lib	135	4	CDK4
K562_GW	105	5	CDK4
UPR_Perturb_seq	641	1	SRP68
exp1-5	358	2	SRP68
K562_essential	137	3	SRP68
K562_GW	98	4	SRP68
RPE1_essential	52	5	SRP68
K562_GW	36	1	TCF25
210322_TFAtlas	34	2	TCF25
K562_GW	471	1	IKZF4
210322_TFAtlas	97	2	IKZF4
THP-1	2250	1	HDAC3
210322_TFAtlas	136	2	HDAC3
K562_GW	92	3	HDAC3
RPE1_essential	57	4	HDAC3
K562_essential	56	5	HDAC3
sciPlex3_MCF7_0.01μM	471	1	Trichostatin-A
sciPlex3_MCF7_10μM	396	2	Trichostatin-A
sciPlex3_MCF7_1μM	393	3	Trichostatin-A
sciPlex3_MCF7_0.1μM	316	4	Trichostatin-A
sciPlex3_A549_0.01μM	270	5	Trichostatin-A
sciPlex3_K562_0.01μM	247	6	Trichostatin-A
sciPlex3_K562_0.1μM	243	7	Trichostatin-A
sciPlex3_A549_0.1μM	227	8	Trichostatin-A
sciPlex3_K562_1μM	203	9	Trichostatin-A
sciPlex3_A549_10μM	163	10	Trichostatin-A
sciPlex3_A549_1μM	155	11	Trichostatin-A
sciPlex3_K562_10μM	78	12	Trichostatin-A
210322_TFAtlas	1303	1	LHX6
PRJNA787633	743	2	LHX6
201218_RNA	418	3	LHX6
K562_GW	138	4	LHX6
210322_TFAtlas	2420	1	CDK2
K562_GW	235	2	CDK2
RPE1_essential	133	3	CDK2
ORF_screen	128	4	CDK2
K562_essential	105	5	CDK2
210322_TFAtlas	974	1	CDK1
Driver_lib	681	2	CDK1
exp7	659	3	CDK1
K562_GW	244	4	CDK1
K562_essential	187	5	CDK1
Pre_inject	97	6	CDK1
ORF_screen	89	7	CDK1
RPE1_essential	59	8	CDK1
Driver_sub_lib	24	9	CDK1
210322_TFAtlas	250	1	CRX
extend_61	102	2	CRX
k562_tfs_highmoi	2734	1	IRF1
k562_tfs_7	1343	2	IRF1
exp8	1007	3	IRF1
k562_tfs_13	800	4	IRF1
PRJNA551220	699	5	IRF1
ECCITE	653	6	IRF1
210322_TFAtlas	115	1	CERS5
K562_GW	47	2	CERS5
exp8	1680	1	RPL30
K562_essential	267	2	RPL30
K562_GW	96	3	RPL30
RPE1_essential	40	4	RPL30
ECCITE	659	1	STAT5A
K562_GW	474	2	STAT5A
K562_essential	204	3	STAT5A
210322_TFAtlas	93	4	STAT5A
201218_RNA	70	5	STAT5A
screen-matrices	871	1	NEUROG1
pilot_14	534	2	NEUROG1
screen-repool-matrices	299	3	NEUROG1
210322_TFAtlas	161	4	NEUROG1
extend_61	93	5	NEUROG1
sciPlex3_MCF7_0.01μM	547	1	IOX2
sciPlex3_MCF7_1μM	522	2	IOX2
sciPlex3_MCF7_0.1μM	451	3	IOX2
sciPlex3_MCF7_10μM	299	4	IOX2
sciPlex3_A549_10μM	288	5	IOX2
sciPlex3_K562_10μM	269	6	IOX2
sciPlex3_A549_0.01μM	260	7	IOX2
sciPlex3_K562_0.1μM	259	8	IOX2
sciPlex3_K562_0.01μM	256	9	IOX2
sciPlex3_K562_1μM	236	10	IOX2
sciPlex3_A549_0.1μM	235	11	IOX2
sciPlex3_A549_1μM	209	12	IOX2
iPSC	6603	1	UROD
K562_GW	412	2	UROD
day7neuron	296	3	UROD
RPE1_essential	219	4	UROD
K562_essential	201	5	UROD
210322_TFAtlas	924	1	ESR2
201218_RNA	362	2	ESR2
K562_GW	236	1	MNX1
210322_TFAtlas	209	2	MNX1
UPR_Perturb_seq	316	1	SPCS3
K562_GW	173	2	SPCS3
RPE1_essential	119	3	SPCS3
K562_essential	103	4	SPCS3
sciPlex3_MCF7_0.1μM	560	1	S-Ruxolitinib
sciPlex3_MCF7_1μM	379	2	S-Ruxolitinib
sciPlex3_MCF7_10μM	329	3	S-Ruxolitinib
sciPlex3_MCF7_0.01μM	298	4	S-Ruxolitinib
sciPlex3_A549_0.1μM	259	5	S-Ruxolitinib
sciPlex3_K562_0.01μM	248	6	S-Ruxolitinib
sciPlex3_K562_10μM	245	7	S-Ruxolitinib
sciPlex3_A549_1μM	238	8	S-Ruxolitinib
sciPlex3_K562_1μM	226	9	S-Ruxolitinib
sciPlex3_K562_0.1μM	215	10	S-Ruxolitinib
sciPlex3_A549_10μM	178	11	S-Ruxolitinib
sciPlex3_A549_0.01μM	165	12	S-Ruxolitinib
exp1-5	670	1	TMED2
UPR_Perturb_seq	511	2	TMED2
K562_essential	137	3	TMED2
K562_GW	123	4	TMED2
RPE1_essential	71	5	TMED2
210322_TFAtlas	269	1	GTF2I
K562_GW	230	2	GTF2I
210322_TFAtlas	69	1	SOX2
extend_61	41	2	SOX2
K562_GW	144	1	MYNN
210322_TFAtlas	35	2	MYNN
210322_TFAtlas	924	1	TCF19
K562_GW	251	2	TCF19
extend_61	49	1	TFAP2C
210322_TFAtlas	36	2	TFAP2C
sciPlex3_MCF7_0.01μM	539	1	Toremifene-Citrate
sciPlex3_K562_1μM	317	2	Toremifene-Citrate
sciPlex3_MCF7_0.1μM	289	3	Toremifene-Citrate
sciPlex3_K562_0.1μM	286	4	Toremifene-Citrate
sciPlex3_MCF7_1μM	279	5	Toremifene-Citrate
sciPlex3_K562_0.01μM	259	6	Toremifene-Citrate
sciPlex3_MCF7_10μM	255	7	Toremifene-Citrate
sciPlex3_A549_0.01μM	230	8	Toremifene-Citrate
sciPlex3_A549_0.1μM	227	9	Toremifene-Citrate
sciPlex3_A549_1μM	150	10	Toremifene-Citrate
sciPlex3_K562_10μM	122	11	Toremifene-Citrate
sciPlex3_A549_10μM	36	12	Toremifene-Citrate
exp8	966	1	SREBF1
exp6	478	2	SREBF1
exp10	161	3	SREBF1
K562_GW	127	4	SREBF1
210322_TFAtlas	46	5	SREBF1
sciPlex3_MCF7_10μM	537	1	Aminoglutethimide
sciPlex3_MCF7_0.01μM	487	2	Aminoglutethimide
sciPlex3_MCF7_0.1μM	358	3	Aminoglutethimide
sciPlex3_MCF7_1μM	304	4	Aminoglutethimide
sciPlex3_K562_0.01μM	292	5	Aminoglutethimide
sciPlex3_K562_10μM	283	6	Aminoglutethimide
sciPlex3_K562_1μM	282	7	Aminoglutethimide
sciPlex3_K562_0.1μM	264	8	Aminoglutethimide
sciPlex3_A549_0.01μM	255	9	Aminoglutethimide
sciPlex3_A549_10μM	225	10	Aminoglutethimide
sciPlex3_A549_1μM	156	11	Aminoglutethimide
sciPlex3_A549_0.1μM	67	12	Aminoglutethimide
K562_GW	305	1	MIER2
210322_TFAtlas	58	2	MIER2
210322_TFAtlas	283	1	PKNOX1
K562_GW	151	2	PKNOX1
210322_TFAtlas	1075	1	HNF4A
201218_RNA	827	2	HNF4A
PRJNA551220	174	3	HNF4A
screen-matrices	149	4	HNF4A
210322_TFAtlas	185	1	NFE2
K562_GW	145	2	NFE2
D1S	315	1	C10orf54
D2S	289	2	C10orf54
D2N	236	3	C10orf54
D1N	213	4	C10orf54
K562_GW	91	1	TRIM24
210322_TFAtlas	35	2	TRIM24
K562_GW	200	1	GATAD2A
210322_TFAtlas	30	2	GATAD2A
K562_GW	348	1	ATF1
210322_TFAtlas	261	2	ATF1
210322_TFAtlas	2497	1	HMGN3
K562_GW	130	2	HMGN3
210322_TFAtlas	180	1	ZNF414
K562_GW	80	2	ZNF414
K562_GW	95	1	JUP
210322_TFAtlas	50	2	JUP
201218_RNA	687	1	NHLH1
210322_TFAtlas	121	2	NHLH1
210322_TFAtlas	1448	1	LITAF
K562_GW	375	2	LITAF
D2S	701	1	DGKA
D1S	625	2	DGKA
D2N	504	3	DGKA
D1N	454	4	DGKA
Perturb-CITE-seq	733	1	PSAP
210322_TFAtlas	461	2	PSAP
CRISPRi	191	3	PSAP
K562_GW	74	4	PSAP
sciPlex3_MCF7_1μM	586	1	Daphnetin
sciPlex3_MCF7_0.01μM	571	2	Daphnetin
sciPlex3_MCF7_0.1μM	559	3	Daphnetin
sciPlex3_MCF7_10μM	504	4	Daphnetin
sciPlex3_K562_0.01μM	250	5	Daphnetin
sciPlex3_K562_0.1μM	236	6	Daphnetin
sciPlex3_K562_1μM	234	7	Daphnetin
sciPlex3_K562_10μM	200	8	Daphnetin
sciPlex3_A549_0.1μM	131	9	Daphnetin
sciPlex3_A549_1μM	121	10	Daphnetin
sciPlex3_A549_0.01μM	116	11	Daphnetin
sciPlex3_A549_10μM	110	12	Daphnetin
sciPlex3_MCF7_0.01μM	493	1	Tucidinostat
sciPlex3_A549_10μM	488	2	Tucidinostat
sciPlex3_A549_1μM	451	3	Tucidinostat
sciPlex3_A549_0.01μM	368	4	Tucidinostat
sciPlex3_MCF7_0.1μM	326	5	Tucidinostat
sciPlex3_A549_0.1μM	315	6	Tucidinostat
sciPlex3_MCF7_10μM	301	7	Tucidinostat
sciPlex3_MCF7_1μM	285	8	Tucidinostat
sciPlex3_K562_0.01μM	243	9	Tucidinostat
sciPlex3_K562_1μM	207	10	Tucidinostat
sciPlex3_K562_0.1μM	205	11	Tucidinostat
sciPlex3_K562_10μM	133	12	Tucidinostat
exp6	6062	1	HUS1
exp10	1687	2	HUS1
exp9	1021	3	HUS1
K562_essential	201	4	HUS1
RPE1_essential	155	5	HUS1
K562_GW	108	6	HUS1
Driver_lib	639	1	CCND1
Perturb-CITE-seq	244	2	CCND1
RPE1_essential	62	3	CCND1
Driver_sub_lib	43	4	CCND1
Pre_inject	43	5	CCND1
210322_TFAtlas	444	1	AEBP2
K562_GW	103	2	AEBP2
K562_GW	816	1	FOXP1
210322_TFAtlas	669	2	FOXP1
extend_61	275	3	FOXP1
201218_RNA	35	4	FOXP1
K562_GW	150	1	AIFM1
CRISPRi	133	2	AIFM1
RPE1_essential	80	3	AIFM1
K562_essential	50	4	AIFM1
sciPlex3_MCF7_0.01μM	623	1	KW-2449
sciPlex3_MCF7_0.1μM	538	2	KW-2449
sciPlex3_K562_0.1μM	246	3	KW-2449
sciPlex3_K562_0.01μM	246	4	KW-2449
sciPlex3_MCF7_10μM	237	5	KW-2449
sciPlex3_K562_1μM	229	6	KW-2449
sciPlex3_MCF7_1μM	224	7	KW-2449
sciPlex3_A549_0.1μM	155	8	KW-2449
sciPlex3_K562_10μM	115	9	KW-2449
sciPlex3_A549_1μM	108	10	KW-2449
sciPlex3_A549_10μM	82	11	KW-2449
sciPlex3_A549_0.01μM	72	12	KW-2449
sciPlex3_MCF7_10μM	449	1	Disulfiram
sciPlex3_MCF7_0.01μM	409	2	Disulfiram
sciPlex3_MCF7_1μM	324	3	Disulfiram
sciPlex3_MCF7_0.1μM	293	4	Disulfiram
sciPlex3_K562_1μM	278	5	Disulfiram
sciPlex3_K562_0.1μM	277	6	Disulfiram
sciPlex3_K562_10μM	240	7	Disulfiram
sciPlex3_K562_0.01μM	234	8	Disulfiram
